Набор,Дет,WxH,FFD л,FFD ост,FFD %,SA ср,SA л,SA ост,SA %,Улучш%,Δ лист,Выгода SA по ост %
laminate_46,33,2800x2070,2,391636,87.1,2.67,2,254712,87.1,0.0,0,-34.96%
vinyl_47,30,2000x20000,2,39245230,47.9,2.00,2,35613699,47.9,0.0,0,-9.25%
fabric_48,31,1500x5000,2,5145574,56.1,2.00,2,5466674,56.1,0.0,0,6.24%
fabric_49,39,1500x5000,2,4765468,58.4,2.00,2,5496766,58.4,0.0,0,15.35%
fabric_50,29,1500x5000,2,7183003,44.1,1.67,1,129599,88.2,50.0,1,6.22%
vinyl_51,28,2000x20000,2,14531391,72.6,2.00,2,14311112,72.6,0.0,0,-1.52%
paper_52,39,1000x1400,5,1059094,80.2,5.00,5,928379,80.2,0.0,0,-12.34%
metal_directional_53,34,1500x3000,2,789679,86.0,2.00,2,661364,86.0,0.0,0,-16.25%
laminate_54,25,2800x2070,2,1298528,81.0,2.00,2,1046537,81.0,0.0,0,-19.41%
composite_directional_55,39,2500x1800,3,4729173,62.0,2.67,2,331160,93.1,33.3,1,2.16%
vinyl_56,17,2000x20000,1,6315249,74.6,1.00,1,5245297,74.6,0.0,0,-16.94%
composite_directional_57,36,2500x1800,3,2720744,75.9,3.00,3,2879274,75.9,0.0,0,5.83%
composite_directional_58,35,2500x1800,2,1181009,80.8,2.00,2,1268924,80.8,0.0,0,7.44%
metal_directional_59,28,1500x3000,2,3565233,56.1,2.00,2,3592791,56.1,0.0,0,0.77%
fabric_60,38,1500x5000,2,5958680,56.2,2.00,2,5742922,56.2,0.0,0,-3.62%
metal_directional_61,20,1500x3000,2,2455758,68.6,2.00,2,2309327,68.6,0.0,0,-5.96%
fabric_62,35,1500x5000,2,7826052,44.2,1.00,1,357387,88.3,50.0,1,0.40%
laminate_63,34,2800x2070,3,4263791,68.7,3.00,3,4220409,68.7,0.0,0,-1.02%
fabric_64,21,1500x5000,1,1812224,69.4,1.00,1,1421628,69.4,0.0,0,-21.55%
laminate_65,33,2800x2070,2,2888822,64.8,2.00,2,3221513,64.8,0.0,0,11.52%
vinyl_66,16,2000x20000,2,28643149,54.3,2.00,2,30454070,54.3,0.0,0,6.32%
fabric_67,38,1500x5000,2,4180103,64.6,2.00,2,3985181,64.6,0.0,0,-4.66%
paper_68,46,1000x1400,7,2153629,72.1,6.33,6,872161,84.1,14.3,1,5.50%
vinyl_69,16,2000x20000,1,5589331,67.9,1.00,1,5250558,67.9,0.0,0,-6.06%
fabric_70,33,1500x5000,2,7512189,46.9,2.00,2,7149464,46.9,0.0,0,-4.83%
fabric_71,34,1500x5000,1,459106,85.2,1.00,1,395605,85.2,0.0,0,-13.83%
paper_72,53,1000x1400,7,1701476,78.0,7.00,7,1721633,78.0,0.0,0,1.18%
laminate_73,28,2800x2070,2,2096984,74.7,2.00,2,1855610,74.7,0.0,0,-11.51%
metal_directional_74,23,1500x3000,2,2450869,69.2,2.00,2,2195670,69.2,0.0,0,-10.41%
fabric_75,25,1500x5000,1,2184407,60.1,1.00,1,2137197,60.1,0.0,0,-2.16%
vinyl_76,26,2000x20000,2,26033217,61.0,2.00,2,26694397,61.0,0.0,0,2.54%
fabric_77,21,1500x5000,1,844349,79.8,1.00,1,688850,79.8,0.0,0,-18.42%
laminate_78,25,2800x2070,1,737381,75.7,1.00,1,321687,75.7,0.0,0,-56.37%
vinyl_79,22,2000x20000,1,1316480,84.3,1.00,1,1252270,84.3,0.0,0,-4.88%
vinyl_80,21,2000x20000,2,11591571,73.0,2.00,2,12307376,73.0,0.0,0,6.18%
metal_directional_81,30,1500x3000,3,4056125,66.1,3.00,3,4027248,66.1,0.0,0,-0.71%
fabric_82,20,1500x5000,1,802356,74.0,1.00,1,509454,74.0,0.0,0,-36.51%
composite_directional_83,35,2500x1800,3,2054373,81.6,3.00,3,2122767,81.6,0.0,0,3.33%
laminate_84,36,2800x2070,2,198164,89.7,3.00,3,5731873,59.8,-50.0,-1,-4.38%
metal_directional_85,28,1500x3000,2,2094034,72.9,2.00,2,2078017,72.9,0.0,0,-0.76%
fabric_86,26,1500x5000,1,1277710,70.7,1.00,1,1107301,70.7,0.0,0,-13.34%
paper_87,36,1000x1400,6,2629712,66.5,5.00,5,909918,79.7,16.7,1,-12.16%
laminate_88,25,2800x2070,2,3810588,60.8,2.00,2,3664491,60.8,0.0,0,-3.83%
paper_89,53,1000x1400,8,2691353,72.0,7.00,7,1324729,82.2,12.5,1,1.24%
composite_directional_90,35,2500x1800,3,4881731,59.1,2.00,2,557038,88.7,33.3,1,3.59%
fabric_91,26,1500x5000,2,7352478,47.6,2.00,2,6940514,47.6,0.0,0,-5.60%
fabric_92,32,1500x5000,1,850386,77.8,1.00,1,1012672,77.8,0.0,0,19.08%
composite_directional_93,38,2500x1800,3,3803337,69.2,3.00,3,3702839,69.2,0.0,0,-2.64%
composite_directional_94,31,2500x1800,3,4998605,60.6,2.67,2,377211,90.9,33.3,1,-2.43%
paper_95,60,1000x1400,7,1921075,75.7,7.00,7,1854124,75.7,0.0,0,-3.49%
vinyl_96,15,2000x20000,1,10366649,58.9,1.00,1,10351773,58.9,0.0,0,-0.14%
metal_directional_97,24,1500x3000,2,3316304,59.9,2.00,2,3251824,59.9,0.0,0,-1.94%
vinyl_98,19,2000x20000,2,39534321,45.4,2.00,2,39021647,45.4,0.0,0,-1.30%
fabric_99,27,1500x5000,1,1882158,65.5,1.00,1,1461214,65.5,0.0,0,-22.36%
vinyl_100,16,2000x20000,1,6989742,75.0,1.00,1,6356937,75.0,0.0,0,-9.05%
